,episodes,score,scored_by,rank,popularity,members,favorites,duration_min,Shounen,Shoujo,Seinen,Ecchi,Mecha,Supernatural,SliceofLife,Action,Adventure,Comedy,Drama,Magic,Romance,type_ONA,type_OVA,type_special,pg13,pg17,90s,00s,10s
5370,2,6.55,2931,,4513,6052,33,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
5371,25,6.71,1179,4706.0,5173,4308,20,23.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
5373,5,6.94,770,3796.0,6695,2161,2,24.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
5374,38,8.11,61303,430.0,670,125149,1895,24.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
5378,13,7.83,11717,826.0,2313,25708,210,24.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
5379,2,7.8,66342,876.0,774,111224,186,18.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
5381,26,5.81,6711,7773.0,2686,19758,37,24.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
5382,12,6.62,22610,5101.0,1578,47808,55,24.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
5384,6,7.22,21189,2711.0,1713,42615,42,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
5387,12,7.35,93200,2240.0,458,174966,768,23.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
5388,24,7.28,9404,2511.0,2323,25547,80,24.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
5390,2,5.91,886,,6705,2149,7,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
5391,4,6.02,1518,7313.0,5075,4530,14,47.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
5393,13,6.67,17225,4911.0,1945,34653,112,24.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
5394,1787,7.73,7903,1034.0,2666,20129,219,11.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
5395,12,6.68,6149,4865.0,3053,15168,20,24.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
5396,3,6.3,1213,,5507,3674,13,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
5398,26,7.19,9772,2836.0,2072,31079,118,24.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
5401,12,6.71,3386,4712.0,4130,7607,16,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5403,13,6.31,28645,6365.0,1218,66898,79,23.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
5404,24,7.55,9681,1508.0,1784,39763,156,24.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
5405,31,7.81,3217,868.0,3721,9734,136,24.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
5406,7,7.74,4571,1018.0,3993,8178,13,26.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
5408,10,5.57,58692,8243.0,689,123101,188,24.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
5410,12,7.48,76405,1710.0,439,180261,658,23.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1
5411,114,6.77,372,4443.0,7588,1410,5,25.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
5415,12,7.71,57412,1092.0,735,117398,657,23.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
5417,23,6.89,3874,3947.0,4549,5974,24,23.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
5419,24,7.96,5159,604.0,2723,19247,158,24.0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
5423,12,6.83,20652,4173.0,1834,38159,44,24.0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
5429,39,7.5,4541,1655.0,3749,9544,63,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5432,5,6.88,11409,3993.0,2436,23693,10,5.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
5433,105,7.34,2215,2288.0,4715,5454,41,23.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
5435,2,6.86,6194,4087.0,3740,9616,103,30.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
5437,13,6.2,3424,6745.0,3637,10284,17,24.0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
5438,4,6.34,344,6244.0,7314,1614,1,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
5439,26,8.59,78226,72.0,384,196494,5199,22.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
5442,2,4.56,10581,9334.0,2722,19265,35,30.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
5445,2,7.07,4340,,3712,9775,25,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
5447,3,6.0,532,7340.0,7393,1543,3,37.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
5448,12,8.34,256555,198.0,108,420948,7860,28.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
5449,12,6.62,60924,5096.0,789,109298,238,25.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
5450,12,7.29,22475,2478.0,1454,54081,118,24.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
5454,12,7.63,273796,1277.0,83,498439,6600,23.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
5456,24,8.12,92796,418.0,442,179713,2088,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
5458,13,6.22,3749,6714.0,3874,8866,7,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5463,2,6.49,1882,5632.0,4326,6701,14,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
5464,23,6.18,231,6814.0,8561,861,6,24.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5465,13,6.76,5601,4506.0,3679,10005,4,3.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5468,25,8.75,46664,36.0,233,282743,1942,23.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
5469,48,6.53,1634,5493.0,4202,7316,14,15.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
5470,3,7.59,6949,1394.0,2798,18120,20,28.0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
5471,2,6.71,1749,,5103,4483,29,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
5476,24,8.17,4324,346.0,3454,11644,31,26.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
5480,24,8.3,97654,238.0,174,330533,4197,24.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5481,3,7.25,13120,2618.0,2416,23966,29,23.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
5482,24,7.04,6972,3406.0,2938,16511,52,25.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
5483,4,6.48,415,5673.0,7090,1789,2,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
5486,3,7.29,15671,2446.0,2084,30810,71,26.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
5490,10,7.14,82524,3058.0,507,158708,353,23.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
5491,13,6.45,4109,5795.0,3701,9838,11,23.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
5493,25,7.86,3466,788.0,2733,19039,57,23.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
5495,4,6.51,1209,5545.0,6024,2910,2,7.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
5496,12,7.19,2656,2866.0,2181,28410,30,25.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1
5499,26,7.38,2761,2136.0,3220,13768,58,22.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5500,12,7.0,12635,3581.0,1983,33416,199,24.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5501,3,6.83,5027,,3490,11305,128,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
5502,13,6.71,7816,4694.0,2683,19796,40,23.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
5505,13,7.97,27341,591.0,1222,66680,181,23.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5508,12,5.05,3554,8989.0,3961,8334,10,5.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
5509,25,8.21,249087,305.0,91,467663,6126,24.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1
5512,25,6.17,102,6874.0,9402,536,2,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5515,52,6.03,126,7273.0,10597,276,0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5516,35,6.53,215,5476.0,7642,1374,4,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5517,12,6.9,14135,3917.0,1978,33500,48,24.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
5518,52,5.49,2361,8394.0,4640,5665,7,25.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
5520,13,7.35,13617,2254.0,2249,27017,44,23.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
5522,13,6.72,1615,4681.0,3853,8973,65,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5523,13,8.06,33039,481.0,1206,67362,239,24.0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1
5524,2,7.05,34082,3373.0,1188,69073,121,30.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
5526,12,6.23,1790,6645.0,3915,8567,69,11.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1
5527,12,8.22,112936,291.0,399,190493,1512,24.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
5528,26,5.83,115,7726.0,8678,805,1,25.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
5529,24,7.24,100916,2656.0,425,182784,1439,23.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
5530,3,7.25,5138,,3345,12617,144,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
5532,26,7.42,8079,1957.0,2382,24621,148,23.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
5533,13,7.39,61396,2077.0,801,107942,505,24.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0
5534,12,7.55,15428,1504.0,1983,33402,167,18.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
5535,26,6.78,323,4385.0,7718,1310,5,25.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5537,2,5.86,1238,,5922,3054,16,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
5538,10,7.51,30427,1617.0,1344,60399,754,24.0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1
5540,2,5.52,258,8345.0,8256,1010,1,35.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
5541,12,7.44,49700,1846.0,782,110782,612,23.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5542,26,7.54,4155,1546.0,3432,11799,108,24.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
5543,26,7.77,43433,935.0,905,95305,916,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
5544,13,6.98,90930,3631.0,437,180505,508,24.0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
5547,2,7.29,16879,,2104,30149,121,30.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0
5549,12,5.49,4258,8392.0,3252,13458,18,5.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
5550,13,7.77,14188,956.0,2371,24809,152,24.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5551,52,7.25,1825,2600.0,5617,3510,14,25.0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
5552,26,6.94,1592,3782.0,4828,5139,6,24.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5554,12,8.05,12470,508.0,1083,77209,200,23.0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5555,12,6.46,17818,5770.0,1685,43504,88,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
5556,26,8.01,81989,544.0,387,195774,1971,24.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1
5557,13,6.59,3206,5239.0,3658,10157,13,3.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5560,12,6.34,1145,6242.0,6288,2611,1,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5561,15,8.35,354216,191.0,44,663591,27088,24.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5562,12,6.81,14977,4270.0,1558,48664,110,23.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5569,12,6.45,10187,5784.0,2467,23165,27,23.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
5571,51,7.22,298,2721.0,6277,2620,26,24.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5572,1818,5.96,108,7445.0,10337,324,0,5.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
5573,12,7.81,162601,856.0,160,345056,4600,23.0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
5574,2,6.65,1628,,5188,4272,24,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
5576,5,7.6,25972,1357.0,1414,56251,274,18.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
5578,12,5.66,235,8088.0,8469,903,3,24.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
5579,22,8.88,413527,21.0,37,717655,39664,22.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
5581,4,7.4,2500,2043.0,4420,6386,10,2.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
5582,6,7.76,23783,976.0,1553,48855,641,30.0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0
5583,12,6.67,23252,4898.0,1733,41679,56,3.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
5586,24,5.87,578,7655.0,5700,3384,4,23.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
5588,12,7.91,17376,686.0,2232,27495,103,25.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0
5592,12,6.49,8829,5660.0,2459,23329,54,24.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
5594,12,7.89,210578,715.0,137,373970,3838,23.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
5595,13,6.83,36963,4189.0,1227,66156,135,23.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
5598,5,7.1,7264,3202.0,2875,17210,17,6.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
5599,20,7.52,18745,1577.0,1757,40614,414,24.0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0
5600,62,6.78,328,4410.0,8053,1125,1,24.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
5601,12,7.47,9721,1745.0,1156,71295,122,23.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
5603,13,7.2,45264,2811.0,1047,79012,1225,22.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
5605,12,7.4,25394,2044.0,1435,55307,101,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5607,2,7.18,8535,2879.0,2937,16536,10,25.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
5608,12,6.69,13304,4823.0,2363,24908,87,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5609,24,6.76,761,4508.0,6360,2536,3,10.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
5616,12,7.4,147953,2022.0,247,272482,2748,24.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5619,13,7.85,25118,793.0,1128,73341,761,24.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5620,13,7.83,75377,825.0,537,150514,1017,23.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5621,12,6.3,24888,6419.0,1197,68037,248,24.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
5622,3,6.92,3341,3839.0,4233,7172,5,30.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
5626,12,6.44,7583,5838.0,2859,17376,71,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5628,12,7.4,18389,2012.0,1501,51765,154,23.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
5632,12,8.12,51602,407.0,697,121936,1586,24.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
5633,2,6.1,1103,,5643,3460,13,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5635,13,6.63,4799,5072.0,3667,10099,5,7.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5636,13,7.44,36865,1875.0,1016,82900,167,23.0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1
5637,10,6.31,213,6359.0,6342,2559,0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
5640,5,7.53,64808,1554.0,734,117528,391,30.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
5641,12,6.62,16653,5127.0,2069,31168,25,2.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5642,18,7.11,151,3187.0,9194,604,3,22.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
5643,2,6.62,5116,5100.0,3571,10683,12,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
5646,26,7.2,488,2823.0,7296,1626,10,23.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5647,25,7.19,63881,2840.0,461,174573,966,23.0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1
5648,6,6.99,7590,3602.0,2474,23050,29,23.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
5649,13,7.03,13744,3470.0,2087,30709,51,12.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5650,13,6.66,271,4922.0,8278,993,1,23.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0
5651,36,7.78,1005,925.0,6622,2232,25,20.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5653,50,6.52,252,5531.0,8130,1080,7,25.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5655,24,6.4,4617,5983.0,3206,13879,36,23.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
5657,9,7.91,13248,681.0,2120,29720,127,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
5658,6,6.6,1451,5191.0,5543,3624,6,32.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
5659,13,6.94,28856,3779.0,1168,70323,321,24.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5662,6,7.94,30774,636.0,1185,69285,1733,30.0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0
5663,4,7.79,14787,904.0,2194,28141,297,39.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
5665,2,6.31,1022,,5989,2952,14,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
5667,25,7.1,21039,3218.0,1475,53013,263,24.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
5668,2,7.38,4972,2129.0,3459,11594,14,29.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
5669,6,6.99,21367,3597.0,1796,39352,37,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
5670,12,7.47,32784,1748.0,966,87784,888,24.0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1
5671,3,7.52,48489,1585.0,976,87115,116,26.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
5673,6,5.85,429,7694.0,5102,4484,5,0.5,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1
5674,8,7.23,13316,2697.0,2336,25393,24,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5675,2,6.17,523,6868.0,7772,1282,3,28.0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0
5677,13,6.94,3156,3776.0,4131,7605,23,25.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0
5678,4,7.02,12028,3500.0,2475,23016,34,29.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
5679,13,6.52,676,5535.0,7774,1282,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5680,44,7.52,19131,1577.0,1885,36496,408,24.0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0
5681,13,7.16,4430,2986.0,3328,12796,33,23.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5683,12,5.99,1775,7348.0,3277,13264,8,23.0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1
5685,13,7.78,17387,927.0,1648,44741,765,23.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5687,4,6.04,1248,7259.0,5528,3650,3,30.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
5689,47,6.45,154,5799.0,8546,867,1,24.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5691,24,7.38,44682,2120.0,837,103868,514,24.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
5692,12,7.21,16586,2764.0,1380,57994,493,24.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
5694,11,6.91,1726,3882.0,5046,4583,8,2.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
5695,24,7.75,31357,981.0,869,100400,927,23.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
5697,51,6.45,1314,5789.0,4854,5051,48,23.0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
5698,13,7.93,4256,637.0,3871,8884,21,24.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
5699,3,7.25,9218,2607.0,2928,16611,86,28.0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0
5700,14,8.15,24191,373.0,1614,46285,260,27.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
5702,4,7.01,1054,3544.0,6054,2881,6,8.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
5704,12,6.74,59249,4570.0,820,105741,349,23.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
5705,2,6.69,2870,,4482,6157,35,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
5706,50,6.57,250,5316.0,8043,1130,1,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5708,51,7.06,1895,3326.0,5814,3192,27,25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5709,12,7.57,66234,1420.0,541,149754,519,24.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5710,13,8.44,494037,137.0,27,763973,19712,24.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
5712,26,7.33,13886,2298.0,1943,34677,163,24.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5713,6,7.75,40671,1006.0,1096,75393,188,25.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
